time,ax,ay,az,atotal
4.654875040054321,0.2,-0.03,-0.04,0.2
4.666198015213013,0.17,0.05,0.01,0.17
4.6748621463775635,0.1,0.13,0.06,0.17
4.684900999069214,0.0,0.3,0.12,0.32
4.694728136062622,-0.09,0.42,0.26,0.5
4.705083131790161,-0.12,0.44,0.37,0.58
4.715065002441406,-0.03,0.34,0.44,0.55
4.725047826766968,0.08,0.15,0.37,0.4
4.751941919326782,0.13,-0.16,0.14,0.24
4.753744840621948,0.03,-0.25,-0.01,0.25
4.755070924758911,-0.04,-0.07,0.01,0.08
4.7669150829315186,0.0,0.11,0.03,0.11
4.774523973464966,0.05,0.27,0.13,0.3
4.7843358516693115,0.12,0.25,0.22,0.35
4.794579029083252,0.08,0.23,0.26,0.35
4.804749965667725,0.02,0.22,0.36,0.42
4.8145811557769775,0.02,0.14,0.35,0.37
4.82454514503479,0.14,0.13,0.41,0.45
4.853299856185913,0.23,0.19,0.39,0.49
4.8549888134002686,0.04,0.28,0.29,0.4
4.856312990188599,-0.11,0.33,0.19,0.39
4.866573095321655,-0.16,0.18,0.24,0.34
4.874156951904297,-0.18,0.01,0.23,0.29
4.884183168411255,-0.13,-0.06,0.25,0.28
4.894324064254761,-0.17,0.02,0.2,0.26
4.904394865036011,-0.08,0.07,0.26,0.28
4.914395093917847,-0.11,0.16,0.22,0.29
4.924280881881714,-0.12,0.17,0.26,0.33
4.9524171352386475,-0.21,0.13,0.32,0.4
4.954087972640991,-0.2,0.07,0.41,0.46
4.955327033996582,-0.08,-0.03,0.41,0.41
4.966555833816528,-0.28,-0.21,0.29,0.45
4.973796129226685,-0.36,-0.18,0.36,0.53
4.983796834945679,-0.28,0.15,0.44,0.54
4.993950128555298,-0.25,0.11,0.33,0.42
5.004048109054565,-0.22,-0.16,0.12,0.29
5.014034986495972,-0.05,-0.49,-0.16,0.51
5.023841142654419,0.12,-0.5,-0.28,0.58
5.051720857620239,0.22,-0.22,-0.24,0.39
5.053252935409546,0.21,-0.2,-0.29,0.41
5.054425001144409,0.07,-0.33,-0.29,0.44
5.066365003585815,-0.03,-0.25,-0.11,0.27
5.073392152786255,0.11,-0.08,0.12,0.18
5.083248853683472,0.07,-0.04,0.29,0.3
5.093608140945435,-0.12,0.1,0.32,0.35
5.1036131381988525,-0.01,0.2,0.38,0.42
5.113533973693848,0.08,0.25,0.34,0.42
5.123430967330933,0.0,0.21,0.29,0.35
5.151395082473755,0.01,0.19,0.22,0.29
5.153049945831299,0.07,0.16,0.19,0.25
5.154345989227295,-0.02,-0.01,0.07,0.07
5.166460037231445,-0.05,-0.05,0.03,0.07
5.1729490756988525,0.1,0.04,0.1,0.14
5.1829798221588135,0.19,0.14,0.07,0.24
5.192868947982788,0.24,0.06,0.1,0.26
5.203310012817383,0.21,0.12,0.17,0.29
5.213208913803101,0.19,0.24,0.28,0.41
5.223107099533081,0.25,0.35,0.43,0.6
5.25067400932312,0.27,0.44,0.53,0.73
5.252326965332031,0.27,0.34,0.53,0.68
5.253489017486572,0.17,0.11,0.34,0.39
5.266124963760376,0.11,-0.13,0.17,0.24
5.272663831710815,0.15,-0.16,0.05,0.22
5.282460927963257,0.18,-0.21,-0.04,0.27
5.292432069778442,0.16,-0.29,-0.15,0.36
5.302572965621948,0.11,-0.2,-0.16,0.27
5.312767028808594,0.08,0.01,-0.09,0.12
5.322716951370239,0.02,0.13,0.05,0.14
5.351192951202393,-0.02,0.1,0.07,0.12
5.3528430461883545,0.01,-0.06,0.15,0.16
5.354128122329712,0.08,-0.2,0.11,0.24
5.366354942321777,0.12,-0.21,0.08,0.25
5.372282981872559,0.16,-0.28,0.02,0.32
5.382217168807983,0.23,-0.34,-0.04,0.41
5.392113924026489,0.25,-0.32,-0.05,0.4
5.402087926864624,0.09,-0.23,-0.08,0.25
5.4122560024261475,-0.05,-0.07,-0.08,0.11
5.422379016876221,-0.08,0.13,-0.02,0.15
5.450778007507324,0.06,0.28,0.02,0.28
5.452394008636475,0.25,0.28,0.05,0.37
5.453547954559326,0.3,0.23,0.05,0.38
5.466448068618774,0.2,0.22,-0.03,0.29
5.4719929695129395,0.13,0.08,-0.13,0.2
5.482116937637329,-0.03,-0.17,-0.18,0.24
5.491693019866943,-0.15,-0.14,-0.2,0.28
5.501757860183716,-0.11,0.1,-0.11,0.18
5.511899948120117,0.02,0.22,-0.05,0.22
5.522050142288208,0.04,0.23,-0.09,0.25
5.550106048583984,-0.08,0.2,-0.21,0.3
5.551897048950195,-0.17,0.07,-0.31,0.36
5.553194999694824,-0.26,-0.04,-0.38,0.46
5.566748857498169,-0.27,-0.08,-0.41,0.49
5.571530103683472,-0.07,-0.07,-0.25,0.26
5.581984996795654,0.09,-0.06,-0.12,0.16
5.59132981300354,0.14,-0.11,-0.09,0.19
5.6013429164886475,-0.01,-0.17,-0.17,0.24
5.611533880233765,-0.28,-0.26,-0.33,0.5
5.621672868728638,-0.49,-0.27,-0.36,0.66
5.650606870651245,-0.46,-0.05,-0.18,0.49
5.652228116989136,-0.25,0.03,-0.02,0.25
5.653532981872559,0.06,-0.13,0.1,0.17
5.66643500328064,0.2,-0.17,0.15,0.3
5.670992136001587,0.1,-0.21,0.27,0.35
5.6822521686553955,-0.15,0.0,0.35,0.38
5.691045045852661,-0.21,0.04,0.45,0.49
5.70086407661438,-0.36,0.04,0.46,0.58
5.711077928543091,-0.32,0.06,0.4,0.51
5.721266031265259,-0.12,0.12,0.48,0.5
5.75118613243103,-0.14,0.18,0.43,0.48
5.75283408164978,0.01,-0.02,0.35,0.35
5.75415301322937,0.17,-0.17,0.19,0.3
5.766473054885864,0.23,-0.16,0.1,0.29
5.770738840103149,0.22,0.07,0.09,0.24
5.781842947006226,0.09,0.19,0.1,0.23
5.790662050247192,-0.02,0.12,0.04,0.12
5.8005759716033936,-0.05,0.08,0.06,0.11
5.810960054397583,-0.06,0.19,0.11,0.22
5.820852994918823,0.1,0.14,0.14,0.22
5.849777936935425,0.17,0.11,0.18,0.27
5.851463079452515,0.16,0.08,0.13,0.22
5.852560043334961,0.06,-0.18,-0.02,0.19
5.866626977920532,-0.06,-0.33,-0.07,0.34
5.8702380657196045,-0.01,-0.03,0.13,0.13
5.885955095291138,0.06,0.13,0.23,0.27
5.8902270793914795,-0.18,0.25,0.33,0.45
5.900038957595825,-0.29,0.47,0.48,0.73
5.910459041595459,-0.21,0.59,0.64,0.89
5.920377016067505,-0.16,0.57,0.61,0.85
5.949548959732056,-0.06,0.32,0.58,0.66
5.951195955276489,0.07,0.12,0.38,0.4
5.952047109603882,0.17,-0.08,0.18,0.26
5.9659788608551025,0.16,-0.3,-0.09,0.35
5.969838857650757,0.1,-0.44,-0.28,0.53
5.982221841812134,0.12,-0.3,-0.26,0.41
5.989802122116089,0.0,-0.22,-0.25,0.33
5.999830961227417,-0.11,-0.24,-0.17,0.31
6.009829044342041,-0.2,-0.11,0.0,0.22
6.020082950592041,-0.17,0.01,0.21,0.27
6.048721075057983,-0.13,0.07,0.4,0.42
6.0500099658966064,-0.14,0.19,0.53,0.58
6.05082893371582,-0.15,0.26,0.58,0.65
6.066090822219849,-0.02,0.13,0.61,0.62
6.069742918014526,0.01,0.22,0.65,0.68
6.082355976104736,-0.07,0.21,0.61,0.64
6.089455842971802,-0.04,0.06,0.55,0.55
6.099390983581543,-0.05,-0.23,0.43,0.49
6.109361886978149,-0.03,-0.56,0.25,0.61
6.119653940200806,0.06,-0.66,0.08,0.66
6.1482460498809814,0.16,-0.59,0.1,0.61
6.1495201587677,0.15,-0.49,-0.01,0.51
6.150455951690674,0.2,-0.41,0.03,0.45
6.166604995727539,0.24,-0.22,0.18,0.37
6.1693339347839355,0.2,-0.03,0.34,0.39
6.182049989700317,-0.04,0.03,0.47,0.47
6.189116954803467,-0.4,0.04,0.56,0.68
6.1988818645477295,-0.74,-0.01,0.54,0.91
6.20897102355957,-0.71,0.22,0.63,0.97
6.219303846359253,-0.38,0.44,0.71,0.91
6.249967813491821,-0.24,0.24,0.47,0.57
6.251325845718384,-0.23,-0.08,0.1,0.26
6.252254962921143,-0.04,-0.28,-0.13,0.31
6.266196966171265,0.25,-0.31,-0.22,0.45
6.268774032592773,0.52,-0.16,-0.18,0.57
6.281998872756958,0.42,0.01,-0.1,0.43
6.2886879444122314,0.18,0.15,-0.01,0.23
6.298472166061401,-0.06,0.21,0.13,0.25
6.3084869384765625,-0.3,0.21,0.3,0.47
6.318744897842407,-0.31,0.27,0.53,0.67
6.347157001495361,-0.24,0.27,0.68,0.77
6.348372936248779,-0.19,0.35,0.67,0.77
6.349118947982788,-0.06,0.37,0.67,0.76
6.365851163864136,0.05,0.22,0.51,0.55
6.368360996246338,0.1,-0.02,0.28,0.29
6.3815460205078125,0.17,-0.18,0.1,0.26
6.388325929641724,0.21,-0.12,-0.12,0.26
6.398176908493042,0.28,-0.05,-0.22,0.35
