time,gFx,gFy,gFz,gFTotal
2.8232638835906982,0.0495452880859375,-0.06671142578125,-0.00115966796875,0.083
2.832285165786743,0.047088623046875,-0.0676422119140625,-0.0009002685546875,0.082
2.8410229682922363,0.0459442138671875,-0.0681610107421875,-0.000213623046875,0.082
2.8524019718170166,0.044677734375,-0.0692291259765625,0.000885009765625,0.082
2.861090898513794,0.0435943603515625,-0.0698089599609375,0.0042266845703125,0.082
2.871119976043701,0.04193115234375,-0.0706787109375,0.0,0.082
2.8815979957580566,0.04071044921875,-0.0706329345703125,0.0013580322265625,0.082
2.8931901454925537,0.038818359375,-0.071624755859375,-0.0011749267578125,0.081
2.9029040336608887,0.03790283203125,-0.0728759765625,-0.005157470703125,0.082
2.9185609817504883,0.0369415283203125,-0.0732574462890625,-0.00762939453125,0.082
2.921734094619751,0.03399658203125,-0.0736236572265625,-0.0083770751953125,0.082
2.9321200847625732,0.0326690673828125,-0.0728912353515625,-0.0117950439453125,0.081
2.940225839614868,0.03167724609375,-0.07373046875,-0.01190185546875,0.081
2.952355146408081,0.029998779296875,-0.0740203857421875,-0.0131378173828125,0.081
2.9606878757476807,0.029296875,-0.0739898681640625,-0.0135040283203125,0.081
2.9705519676208496,0.0283203125,-0.0743408203125,-0.0134124755859375,0.081
2.980816125869751,0.026519775390625,-0.07421875,-0.012847900390625,0.08
2.9905731678009033,0.025848388671875,-0.0734100341796875,-0.0114593505859375,0.079
3.0019609928131104,0.0248565673828125,-0.0722503662109375,-0.011199951171875,0.077
3.017904043197632,0.0218658447265625,-0.07147216796875,-0.0113067626953125,0.076
3.021324872970581,0.020355224609375,-0.0719146728515625,-0.0098419189453125,0.075
3.0317509174346924,0.019317626953125,-0.070526123046875,-0.006011962890625,0.073
3.041645050048828,0.017547607421875,-0.0695343017578125,-0.0044403076171875,0.072
3.051604986190796,0.0156707763671875,-0.06890869140625,-0.0020904541015625,0.071
3.0605061054229736,0.014495849609375,-0.0669097900390625,0.0038909912109375,0.069
3.0719058513641357,0.0133056640625,-0.065277099609375,0.0102996826171875,0.067
3.0806169509887695,0.0108642578125,-0.0635986328125,0.0176849365234375,0.067
3.090296983718872,0.0091705322265625,-0.061065673828125,0.0253448486328125,0.067
3.1026220321655273,0.0068817138671875,-0.0591888427734375,0.0353851318359375,0.069
3.118335008621216,0.0063018798828125,-0.0563201904296875,0.045257568359375,0.073
3.122584104537964,0.0055999755859375,-0.0536346435546875,0.0496063232421875,0.073
3.1314070224761963,0.006866455078125,-0.0513458251953125,0.0329437255859375,0.061
3.14129900932312,-0.419189453125,-0.585174560546875,-0.16497802734375,0.738
3.1508538722991943,-5.7548828125,-7.0824432373046875,-2.8875732421875,9.572
3.160120964050293,0.0274200439453125,-5.5517730712890625,1.7588958740234375,5.824
3.1700189113616943,1.9653167724609375,0.4118194580078125,-0.6868743896484375,2.122
3.1803390979766846,3.87359619140625,3.2864532470703125,7.09307861328125,8.725
3.1899590492248535,1.0974884033203125,2.1647491455078125,3.403106689453125,4.18
3.2022130489349365,-0.2717132568359375,0.78564453125,-1.694976806640625,1.888
3.217427968978882,0.03851318359375,0.6695709228515625,-0.6159515380859375,0.911
3.2211949825286865,0.405975341796875,0.2650299072265625,-1.1932220458984375,1.288
3.230811834335327,0.5438079833984375,0.17999267578125,-0.82342529296875,1.003
3.2398509979248047,-0.3691864013671875,0.06036376953125,-0.34515380859375,0.509
3.2508389949798584,-0.9820098876953125,0.482025146484375,6.689300537109375,6.778
3.259826898574829,-0.8475341796875,1.234619140625,6.010162353515625,6.194
3.2700459957122803,-0.8264312744140625,1.110870361328125,2.32342529296875,2.705
3.2795588970184326,-1.0521087646484375,0.75701904296875,1.7150421142578125,2.15
3.289862871170044,-1.0165252685546875,-0.312713623046875,1.3882904052734375,1.749
3.2995200157165527,-0.559112548828125,-1.2276153564453125,1.90777587890625,2.337
3.315664052963257,-0.0041656494140625,-1.5830078125,2.127166748046875,2.652
3.3204071521759033,-0.297332763671875,-1.504608154296875,2.175750732421875,2.662
3.330228090286255,-0.8378448486328125,-1.0458984375,2.2994232177734375,2.661
3.3396551609039307,-0.89630126953125,-0.576324462890625,2.46197509765625,2.683
3.3509418964385986,-0.7705078125,-0.712615966796875,2.6712799072265625,2.87
3.3592259883880615,-0.781707763671875,-0.840087890625,2.6651763916015625,2.902
3.3706419467926025,-0.9008026123046875,-0.60980224609375,2.497894287109375,2.724
3.3790080547332764,-0.9613189697265625,-0.5434722900390625,2.355712890625,2.602
3.3890950679779053,-1.0069732666015625,-0.7272186279296875,2.3631744384765625,2.67
3.399319887161255,-0.9818115234375,-0.9007568359375,2.30816650390625,2.665
3.4136059284210205,-0.9606170654296875,-1.047332763671875,2.245330810546875,2.657
3.419700860977173,-0.9259185791015625,-1.1428375244140625,2.2134246826171875,2.658
3.4296748638153076,-0.843597412109375,-1.1060638427734375,2.154388427734375,2.564
3.438549041748047,-0.744476318359375,-0.941375732421875,2.060516357421875,2.385
3.449622869491577,-0.65606689453125,-0.7394561767578125,1.9605865478515625,2.196
3.4589688777923584,-0.54705810546875,-0.550384521484375,1.953460693359375,2.102
3.468930959701538,-0.4212188720703125,-0.47265625,1.9989776611328125,2.097
3.4788429737091064,-0.2452850341796875,-0.4733734130859375,2.0841522216796875,2.151
3.4887468814849854,-0.04473876953125,-0.5915374755859375,2.1309661865234375,2.212
3.5000760555267334,0.1050262451171875,-0.7536163330078125,2.0907440185546875,2.225
3.514289140701294,0.20660400390625,-0.89019775390625,2.0829620361328125,2.275
